id,accession,title,lineage,taxon_id,scientific_name,library_strategy,library_layout,instrument_model,run_accession,nreads,read_average,total_spots,total_bases,size,published
30476,SRX025952,Comb transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Ctenophora; Typhlocoela; Cydippida; Pleurobrachiidae; Pleurobrachia; Pleurobrachia bachei,34499,Pleurobrachia bachei,AMPLICON,SINGLE,454 GS FLX Titanium,SRR064537,2,4,371335,101812153,308745583,2014-05-21 12:21:22
30475,SRX025951,Tentacle transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Ctenophora; Typhlocoela; Cydippida; Pleurobrachiidae; Pleurobrachia; Pleurobrachia bachei,34499,Pleurobrachia bachei,AMPLICON,SINGLE,454 GS FLX Titanium,SRR064536,2,4,525933,132194955,408834475,2014-05-21 12:21:22
30474,SRX025950,Aboral organ Transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Ctenophora; Typhlocoela; Cydippida; Pleurobrachiidae; Pleurobrachia; Pleurobrachia bachei,34499,Pleurobrachia bachei,AMPLICON,SINGLE,454 GS FLX Titanium,SRR064535,2,4,82979,18849702,60892508,2014-05-21 12:21:22
16177,SRX015716,5KB paired end library from 20 animals,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Ctenophora; Typhlocoela; Cydippida; Pleurobrachiidae; Pleurobrachia; Pleurobrachia bachei,34499,Pleurobrachia bachei,WGS,PAIRED,454 GS FLX,SRR033846,4,4,1114038,556473880,1286133226,2014-05-21 12:20:09
11144,SRX010857,Total body transcriptome from Pleurobrachia bachei,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Ctenophora; Typhlocoela; Cydippida; Pleurobrachiidae; Pleurobrachia; Pleurobrachia bachei,34499,Pleurobrachia bachei,AMPLICON,SINGLE,454 GS 20,SRR027014,2,4,21289,2544549,6333970,2014-05-21 12:21:22
11143,SRX010856,Paired end library from 12 pooled Pleurobrachia bachei,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Ctenophora; Typhlocoela; Cydippida; Pleurobrachiidae; Pleurobrachia; Pleurobrachia bachei,34499,Pleurobrachia bachei,WGS,PAIRED,454 GS FLX,SRR026680,4,4,1030602,451005260,1120780000,2014-05-21 12:20:09
11142,SRX010855,Fragmented shot gun library from one animal Friday harbor,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Ctenophora; Typhlocoela; Cydippida; Pleurobrachiidae; Pleurobrachia; Pleurobrachia bachei,34499,Pleurobrachia bachei,WGS,SINGLE,454 GS FLX,SRR026677,2,4,1056975,562064131,1262560202,2014-05-21 12:20:09
7290,SRX007030,Pleurobrachia bachei transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Ctenophora; Typhlocoela; Cydippida; Pleurobrachiidae; Pleurobrachia; Pleurobrachia bachei,34499,Pleurobrachia bachei,AMPLICON,SINGLE,454 GS 20,SRR027013,2,4,14889,1779446,4419056,2014-05-21 12:21:22
7149,SRX006890,Pleurobrachia bachei transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Ctenophora; Typhlocoela; Cydippida; Pleurobrachiidae; Pleurobrachia; Pleurobrachia bachei,34499,Pleurobrachia bachei,AMPLICON,SINGLE,454 GS FLX,SRR019633,2,4,72451,13378146,30656402,2014-05-21 12:21:22
699077,DRX013308,Transcriptome analysis of Bdellocephala annandalei,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Platyhelminthes; Rhabditophora; Seriata; Tricladida; Continenticola; Planarioidea; Dendrocoelidae; Bdellocephala; Bdellocephala annandalei,1421413,Bdellocephala annandalei,RNA-Seq,PAIRED,Illumina HiSeq 2000,DRR014788,2,100,28316465,5663293000,3496816317,2014-04-04 00:15:51
694279,DRX003051,Porites australiensis transcriptome sequencing,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Cnidaria; Anthozoa; Hexacorallia; Scleractinia; Fungiina; Poritidae; Porites; Porites australiensis,51061,Porites australiensis,RNA-Seq,PAIRED,Illumina HiSeq 2000,DRR003753,2,101,70910785,14323978570,8451030530,2014-05-14 12:40:27
694194,DRX002713,KH1668:smg-2(yb979),cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis; Caenorhabditis elegans,6239,Caenorhabditis elegans,RNA-Seq,SINGLE,Illumina Genome Analyzer IIx,DRR003389,1,36,26415513,950958468,614256086,2014-05-14 12:40:27
694193,DRX002714,KH1857:smg-2(yb979) unc-75 (yb1701),cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis; Caenorhabditis elegans,6239,Caenorhabditis elegans,RNA-Seq,SINGLE,Illumina Genome Analyzer IIx,DRR003390,1,36,25936230,933704280,624300177,2014-05-14 12:40:27
691617,DRX000707,454 sequencing of cDNAs derived from pearl sac,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pterioida; Pterioidea; Pteriidae; Pinctada; Pinctada fucata,50426,Pinctada fucata,EST,SINGLE,454 GS FLX,DRR001105,2,27,184685,110855342,460572696,2014-05-14 12:40:27
691616,DRX000706,454 sequencing of cDNAs derived from pallium,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pterioida; Pterioidea; Pteriidae; Pinctada; Pinctada fucata,50426,Pinctada fucata,EST,SINGLE,454 GS FLX,DRR001104,2,27,176175,105659304,439088636,2014-05-14 12:40:27
691485,DRX001006,Comparative transcriptome study of cephalopods,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Cephalopoda; Coleoidea; Neocoleoidea; Decapodiformes; Sepiolida; Idiosepiidae; Idiosepius; Idiosepius paradoxus,294707,Idiosepius paradoxus,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001452,3,5,110027,41981141,114358388,2014-05-14 12:40:27
691484,DRX001008,Comparative transcriptome study of cephalopods,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pectinoida; Pectinoidea; Pectinidae; Mizuhopecten; Mizuhopecten yessoensis,6573,Mizuhopecten yessoensis,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001454,3,10,341072,125752442,356281858,2014-05-14 12:40:27
691483,DRX001007,Comparative transcriptome study of cephalopods,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Cephalopoda; Nautiloidea; Nautilida; Nautilidae; Nautilus; Nautilus pompilius,34573,Nautilus pompilius,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001453,3,12,477141,221210503,553399885,2014-05-14 12:40:27
381281,DRX001664,Tick metagenomics,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Ixodinae; Ixodes; Ixodes persulcatus,34615,Ixodes persulcatus,WGS,SINGLE,454 GS FLX Titanium,DRR002240,3,4,33789,8957733,27782797,2013-05-01 06:35:09
381280,DRX001665,Tick metagenomics,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Ixodinae; Ixodes; Ixodes ricinus,34613,Ixodes ricinus,WGS,SINGLE,454 GS FLX Titanium,DRR002241,3,4,39810,15497700,41780336,2013-05-01 06:35:09
381279,DRX001663,Tick metagenomics,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Ixodinae; Ixodes; Ixodes persulcatus,34615,Ixodes persulcatus,WGS,SINGLE,454 GS FLX Titanium,DRR002239,3,4,37136,20665516,46714759,2013-05-01 06:35:09
381278,DRX001662,Tick metagenomics,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Ixodinae; Ixodes; Ixodes ovatus,59652,Ixodes ovatus,WGS,SINGLE,454 GS FLX Titanium,DRR002238,3,4,35544,17563652,42157088,2013-05-01 06:35:09
381277,DRX001667,Tick metagenomics,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Haemaphysalinae; Haemaphysalis; Haemaphysalis formosensis,1155004,Haemaphysalis formosensis,WGS,SINGLE,454 GS FLX Titanium,DRR002247,3,4,13491,6578597,15760780,2013-05-01 06:35:09
381276,DRX001666,Tick metagenomics,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Amblyomminae; Amblyomma; Amblyomma testudinarium,375577,Amblyomma testudinarium,WGS,SINGLE,454 GS FLX Titanium,DRR002244,3,4,14779,6553442,16458471,2013-05-01 06:35:09
381275,DRX001660,Tick metagenomics,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Amblyomminae; Amblyomma; Amblyomma variegatum,34610,Amblyomma variegatum,WGS,SINGLE,454 GS FLX Titanium,DRR002236,3,4,27582,14423757,32912197,2013-05-01 06:35:09
381274,DRX001668,Tick metagenomics,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Haemaphysalinae; Haemaphysalis; Haemaphysalis longicornis,44386,Haemaphysalis longicornis,WGS,SINGLE,454 GS FLX Titanium,DRR002250,3,4,13751,7444075,16934185,2013-05-01 06:35:09
381273,DRX001661,Tick metagenomics,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Ixodinae; Ixodes; Ixodes ovatus,59652,Ixodes ovatus,WGS,SINGLE,454 GS FLX Titanium,DRR002237,3,4,37667,21506866,48071069,2013-05-01 06:35:09
381272,DRX001659,Tick metagenomics,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Amblyomminae; Amblyomma; Amblyomma variegatum,34610,Amblyomma variegatum,WGS,SINGLE,454 GS FLX Titanium,DRR002235,3,4,42258,11607147,35039452,2013-05-01 06:35:09
226387,DRX001464,RNA-seq of the central nervous system in Lymnaea stagnalis,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Panpulmonata; Hygrophila; Lymnaeoidea; Lymnaeidae; Lymnaea; Lymnaea stagnalis,6523,Lymnaea stagnalis,RNA-Seq,SINGLE,Illumina Genome Analyzer IIx,DRR002012,1,100,81851004,8185100400,5536987526,2012-08-10 02:48:15
137240,DRX001096,Pinctada fucata 454Titanium,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pterioida; Pterioidea; Pteriidae; Pinctada; Pinctada fucata,50426,Pinctada fucata,WGS,SINGLE,454 GS FLX Titanium,DRR001588,2,4,3420062,1657929769,4196702288,2012-02-09 03:17:18
137239,DRX001103,Pinctada fucata 454 transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pterioida; Pterioidea; Pteriidae; Pinctada; Pinctada fucata,50426,Pinctada fucata,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001604,2,4,363721,209772456,462517852,2012-02-09 11:51:19
137238,DRX001098,Pinctada fucata 454Titanium PE4k,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pterioida; Pterioidea; Pteriidae; Pinctada; Pinctada fucata,50426,Pinctada fucata,WGS,PAIRED,454 GS FLX Titanium,DRR001600,4,4,2059074,937515601,2452802625,2012-02-09 03:07:23
137237,DRX001097,Pinctada fucata 454Titanium PE10k,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pterioida; Pterioidea; Pteriidae; Pinctada; Pinctada fucata,50426,Pinctada fucata,WGS,PAIRED,454 GS FLX Titanium,DRR001598,4,4,1413490,583929178,1514171700,2012-02-09 02:37:22
137236,DRX001105,Pinctada fucata 454 transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pterioida; Pterioidea; Pteriidae; Pinctada; Pinctada fucata,50426,Pinctada fucata,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001607,2,4,352147,194204764,439597770,2012-02-09 03:11:24
137235,DRX001104,Pinctada fucata 454 transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pterioida; Pterioidea; Pteriidae; Pinctada; Pinctada fucata,50426,Pinctada fucata,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001605,2,4,366204,213485124,470135495,2012-02-09 11:51:19
137234,DRX001102,Pinctada fucata 454 transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pterioida; Pterioidea; Pteriidae; Pinctada; Pinctada fucata,50426,Pinctada fucata,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001606,2,4,427803,237205235,535809051,2012-02-09 03:11:24
118414,DRX000977,Acropora digitifera paired-end 3K,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Cnidaria; Anthozoa; Hexacorallia; Scleractinia; Astrocoeniina; Acroporidae; Acropora; Acropora digitifera,70779,Acropora digitifera,WGS,PAIRED,454 GS FLX Titanium,DRR001416,4,4,1114012,453872424,1201671266,2011-10-19 22:33:25
118413,DRX000976,Acropora digitifera 454 Titanium 2,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Cnidaria; Anthozoa; Hexacorallia; Scleractinia; Astrocoeniina; Acroporidae; Acropora; Acropora digitifera,70779,Acropora digitifera,WGS,SINGLE,454 GS FLX Titanium,DRR001411,2,4,1964767,1096951728,2506831303,2011-10-19 22:11:23
118412,DRX000975,Acropora digitifera 454 Titanium,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Cnidaria; Anthozoa; Hexacorallia; Scleractinia; Astrocoeniina; Acroporidae; Acropora; Acropora digitifera,70779,Acropora digitifera,WGS,SINGLE,454 GS FLX Titanium,DRR001405,2,4,983735,547062037,1263304166,2011-10-19 21:47:30
118411,DRX000974,Acropora digitifera 454 standard,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Cnidaria; Anthozoa; Hexacorallia; Scleractinia; Astrocoeniina; Acroporidae; Acropora; Acropora digitifera,70779,Acropora digitifera,WGS,SINGLE,454 GS FLX,DRR001380,2,4,478467,132357098,276881248,2011-10-19 21:14:22
115907,DRX000718,"RNA sequencing of Hokkai shrimp,  Pandalus latirostris",cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Caridea; Pandaloidea; Pandalidae; Pandalus; Pandalus latirostris,362708,Pandalus latirostris,RNA-Seq,PAIRED,Illumina Genome Analyzer II,DRR001119,2,76,31198484,4742169568,2093274334,2011-10-04 21:45:22
115906,DRX000717,"RNA sequencing of Hokkai shrimp,  Pandalus latirostris",cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Caridea; Pandaloidea; Pandalidae; Pandalus; Pandalus latirostris,362708,Pandalus latirostris,RNA-Seq,PAIRED,Illumina Genome Analyzer II,DRR001118,2,76,27314539,4151809928,1742145725,2011-10-04 21:31:22
86379,DRX000714,"Partinal genome shotgun sequencing of the Japanese scallop, Mizuhopecten yessoensis",cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pectinoida; Pectinoidea; Pectinidae; Mizuhopecten; Mizuhopecten yessoensis,6573,Mizuhopecten yessoensis,WGS,SINGLE,454 GS FLX Titanium,DRR001112,2,15,217825,115151842,272992152,2011-06-14 01:05:13
86378,DRX000713,Partinal genome shotgun sequencing of Nautilus pompilius,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Cephalopoda; Nautiloidea; Nautilida; Nautilidae; Nautilus; Nautilus pompilius,34573,Nautilus pompilius,WGS,SINGLE,454 GS FLX Titanium,DRR001111,2,15,233726,148059660,321599278,2011-06-14 01:05:13
86377,DRX000712,"Partinal genome shotgun sequencing of the Pygmy squid, Idiosepius paradoxus",cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Mollusca; Cephalopoda; Coleoidea; Neocoleoidea; Decapodiformes; Sepiolida; Idiosepiidae; Idiosepius; Idiosepius paradoxus,294707,Idiosepius paradoxus,WGS,SINGLE,454 GS FLX Titanium,DRR001110,2,15,274125,176373147,381827097,2011-06-14 01:05:13
77587,DRX000710,For_Read_2,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Panagrolaimoidea; Strongyloididae; Strongyloides; Strongyloides venezuelensis,75913,Strongyloides venezuelensis,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001108,3,4,1371723,782167007,1776463300,2011-06-02 03:16:04
77586,DRX000709,For_Read_1,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Panagrolaimoidea; Strongyloididae; Strongyloides; Strongyloides venezuelensis,75913,Strongyloides venezuelensis,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001107,3,4,1111239,621126152,1400758438,2011-06-02 03:17:02
769977,DRX001185,"Phytoseiulus persimilis, 25 ?C",cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Mesostigmata; Monogynaspida; Dermanyssina; Phytoseioidea; Phytoseiidae; Amblyseiinae; Phytoseiulus; Phytoseiulus persimilis,44414,Phytoseiulus persimilis,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001716,2,4,309061,162226540,361817230,2014-05-14 12:45:26
769976,DRX001184,"Tetranychus urticae, 35 ?C",cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Acariformes; Trombidiformes; Prostigmata; Eleutherengona; Raphignathae; Tetranychoidea; Tetranychidae; Tetranychus; Tetranychus urticae,32264,Tetranychus urticae,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001715,2,4,302472,163109379,363278441,2014-05-14 12:45:26
769975,DRX001183,"Tetranychus urticae, 25 ?C",cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Acariformes; Trombidiformes; Prostigmata; Eleutherengona; Raphignathae; Tetranychoidea; Tetranychidae; Tetranychus; Tetranychus urticae,32264,Tetranychus urticae,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001714,2,4,279160,150542029,336684948,2014-05-14 12:45:26
769974,DRX001186,"Phytoseiulus persimilis, 35 ?C",cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Mesostigmata; Monogynaspida; Dermanyssina; Phytoseioidea; Phytoseiidae; Amblyseiinae; Phytoseiulus; Phytoseiulus persimilis,44414,Phytoseiulus persimilis,RNA-Seq,SINGLE,454 GS FLX Titanium,DRR001717,2,4,291219,152852322,343687530,2014-05-14 12:45:26
764386,SRX534883,Stylochoplana maculata Adult transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Platyhelminthes; Rhabditophora; Polycladida; Acotylea; Planoceroidea; Leptoplanidae; Stylochoplana; Stylochoplana maculata,1495083,Stylochoplana maculata,EST,SINGLE,454 GS FLX Titanium,SRR1273852,1,291,632726,184634554,120919885,2014-05-10 00:00:00
764385,SRX534882,Nematoplana coelogynoporoides Adult transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Platyhelminthes; Rhabditophora; Seriata; Proseriata; Unguiphora; Nematoplanidae; Nematoplana; Nematoplana coelogynoporoides,66743,Nematoplana coelogynoporoides,EST,SINGLE,454 GS FLX Titanium,SRR1273851,1,152,380401,58158238,40848928,2014-05-10 00:00:00
764384,SRX534881,Tubulanus polymorphus Adult transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Nemertea; Anopla; Paleonemertea; Tubulanidae; Tubulanus; Tubulanus polymorphus,672921,Tubulanus polymorphus,RNA-Seq,SINGLE,Illumina Genome Analyzer IIx,SRR1273850,1,66,390354,25980846,13697877,2014-05-10 00:00:00
764383,SRX534880,Tubulanus polymorphus Adult transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Lophotrochozoa; Nemertea; Anopla; Paleonemertea; Tubulanidae; Tubulanus; Tubulanus polymorphus,672921,Tubulanus polymorphus,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR1275406,1,75,1163988,87299100,67535841,2014-05-10 00:00:00
