id,accession,title,lineage,taxon_id,scientific_name,library_strategy,library_layout,instrument_model,run_accession,nreads,read_average,total_spots,total_bases,size,published
625147,SRX446364,Paired end reads used to assemble Echinaster spinulosus de novo ovary transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Spinulosacea; Spinulosida; Echinasteridae; Echinaster; Echinaster spinulosus,1451296,Echinaster spinulosus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1139455,2,100,36853037,7370607400,4812507059,2014-05-22 00:00:00
624644,SRX445861,Paired end reads used to assemble Henricia de novo ovary transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Spinulosacea; Spinulosida; Echinasteridae; Henricia; Henricia sp. AR-2014,1462731,Henricia sp. AR-2014,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1139191,2,100,38623931,7724786200,5214091285,2014-05-22 00:00:00
624647,SRX445864,Paired end reads used to assemble Luidia clathrata de novo ovary transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Valvatacea; Paxillosida; Luidiidae; Luidia; Luidia clathrata,133437,Luidia clathrata,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1139195,2,100,33096844,6619368800,4470533630,2014-05-22 00:00:00
624634,SRX445851,Paired end reads used to assemble Patiria miniata de novo ovary transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Valvatacea; Valvatida; Asterinidae; Patiria; Patiria miniata,46514,Patiria miniata,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR1138705,2,80,34788204,5566112640,3318428282,2014-05-22 00:00:00
246622,SRX188609,sea star testis transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Valvatacea; Valvatida; Asterinidae; Patiria; Patiria miniata,46514,Patiria miniata,RNA-Seq,PAIRED,Illumina HiSeq 1000,SRR573710,2,100,64578525,12915705000,7045605996,2012-09-26 13:41:02
246621,SRX188608,sea star ovary transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Valvatacea; Valvatida; Asterinidae; Patiria; Patiria miniata,46514,Patiria miniata,RNA-Seq,PAIRED,Illumina HiSeq 1000,SRR573709,2,100,64071090,12814218000,7043160850,2012-09-26 13:41:02
246620,SRX188607,sea star ovary transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Valvatacea; Valvatida; Asterinidae; Patiria; Patiria miniata,46514,Patiria miniata,RNA-Seq,PAIRED,Illumina HiSeq 1000,SRR573708,2,100,63606499,12721299800,6985940360,2012-09-26 13:41:02
246619,SRX188606,sea star ovary transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Valvatacea; Valvatida; Asterinidae; Patiria; Patiria miniata,46514,Patiria miniata,RNA-Seq,PAIRED,Illumina HiSeq 1000,SRR573707,2,100,70279166,14055833200,7973346956,2012-10-10 17:16:09
246618,SRX188605,sea star ovary transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Valvatacea; Valvatida; Asterinidae; Patiria; Patiria miniata,46514,Patiria miniata,RNA-Seq,PAIRED,Illumina HiSeq 1000,SRR573706,2,100,78793276,15758655200,8774511608,2012-10-10 20:29:11
246617,SRX188604,sea star ovary transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Valvatacea; Valvatida; Asterinidae; Patiria; Patiria miniata,46514,Patiria miniata,RNA-Seq,PAIRED,Illumina HiSeq 1000,SRR573705,2,100,124814998,24962999600,15469368682,2012-10-11 01:31:31
626236,SRX447405,Paired end reads used to assemble Asterina pectinifera de novo testis transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Valvatacea; Valvatida; Asterinidae; Patiria; Patiria pectinifera,7594,Patiria pectinifera,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1141045,2,100,33323904,6664780800,4465337573,2014-05-22 13:58:18
624654,SRX445871,Paired end reads used to assemble Asterina pectinifera de novo ovary transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Valvatacea; Valvatida; Asterinidae; Patiria; Patiria pectinifera,7594,Patiria pectinifera,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1139200,2,100,35327953,7065590600,4765368801,2014-05-22 00:00:00
624639,SRX445856,Paired end reads used to assemble Ophiocoma echinata de novo ovary transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Ophiuroidea; Ophiuridea; Ophiurida; Ophiurina; Gnathophiurina; Ophiocomidea; Ophiocomidae; Ophiocominae; Ophiocoma; Ophiocoma echinata,331088,Ophiocoma echinata,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR1138707,2,80,29802194,4768351040,2718036070,2014-05-22 00:00:00
691465,SRX501368,RNA-Seq of female Evechinus chloroticus roe with dark colouration,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinometridae; Evechinus; Evechinus chloroticus,137513,Evechinus chloroticus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1205895,2,100,8535493,1707098600,764830475,2014-04-03 00:00:00
691464,SRX501367,RNA-Seq of female Evechinus chloroticus roe with dark colouration,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinometridae; Evechinus; Evechinus chloroticus,137513,Evechinus chloroticus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1205894,2,100,8002008,1600401600,716920498,2014-04-03 00:00:00
691463,SRX501366,RNA-Seq of female Evechinus chloroticus roe with medium colouration,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinometridae; Evechinus; Evechinus chloroticus,137513,Evechinus chloroticus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1205890,2,100,8528583,1705716600,765456903,2014-04-03 00:00:00
691462,SRX501365,RNA-Seq of female Evechinus chloroticus roe with medium colouration,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinometridae; Evechinus; Evechinus chloroticus,137513,Evechinus chloroticus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1205888,2,100,7218282,1443656400,647811122,2014-04-03 00:00:00
691461,SRX501364,RNA-Seq of female Evechinus chloroticus roe with light colouration,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinometridae; Evechinus; Evechinus chloroticus,137513,Evechinus chloroticus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1205886,2,100,8321701,1664340200,746729768,2014-04-03 00:00:00
691460,SRX501363,RNA-Seq of female Evechinus chloroticus roe with light colouration,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinometridae; Evechinus; Evechinus chloroticus,137513,Evechinus chloroticus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1205884,2,100,8661360,1732272000,780561465,2014-04-03 00:00:00
523397,SRX366298,RNA-Seq of female Evechinus chloroticus coelomic fluid sample,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinometridae; Evechinus; Evechinus chloroticus,137513,Evechinus chloroticus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1014633,2,100,19646513,3929302600,2605944489,2013-10-23 03:57:12
523395,SRX366296,RNA-Seq of male Evechinus chloroticus coelomic fluid sample,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinometridae; Evechinus; Evechinus chloroticus,137513,Evechinus chloroticus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1014631,2,100,17976947,3595389400,2395999254,2013-10-23 03:57:12
523394,SRX366295,RNA-Seq of female Evechinus chloroticus roe tissue sample,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinometridae; Evechinus; Evechinus chloroticus,137513,Evechinus chloroticus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1014627,2,100,15196446,3039289200,2002660350,2013-10-23 03:57:12
523392,SRX366293,RNA-Seq of male Evechinus chloroticus roe tissue sample,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinometridae; Evechinus; Evechinus chloroticus,137513,Evechinus chloroticus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1014624,2,100,24399723,4879944600,3219577345,2013-10-23 03:57:12
523391,SRX366292,RNA-Seq of female Evechinus chloroticus whole tissue sample,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinometridae; Evechinus; Evechinus chloroticus,137513,Evechinus chloroticus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1014619,2,100,25235370,5047074000,3321771207,2013-10-23 03:57:12
522560,SRX365617,RNA-Seq of male Evechinus chloroticus whole tissue sample,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Echinometridae; Evechinus; Evechinus chloroticus,137513,Evechinus chloroticus,RNA-Seq,PAIRED,Illumina HiSeq 2000,SRR1014618,2,100,21359246,4271849200,2794181827,2013-10-23 03:57:12
625141,SRX446358,Paired end reads used to assemble Strongylocentrotus purpuratus de novo transcriptome,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Strongylocentrotidae; Strongylocentrotus; Strongylocentrotus purpuratus,7668,Strongylocentrotus purpuratus,RNA-Seq,PAIRED,Illumina Genome Analyzer IIx,SRR1139792,2,104,28777449,5985709392,3303282858,2014-01-29 00:00:00
